from,till,country,province,locality,where,title,desc,result,link
1941-08-09,,,,,"Odessa Province, UKR",,Войска Приморской армии отошли на передовой рубеж обороны Одессы в 20—25 километров от города.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#9_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._49-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-09,,,,,"Москва, РСФСР",Совинформбюро,"В течение 9 августа наши войска вели ожесточённые бои с противником на КЕКСГОЛЬМСКОМ, СМОЛЕНСКОМ, КОРОСТЕНСКОМ И БЕЛОЦЕРКОВСКОМ направлениях. :: Nazi atrocities in Brest and Minsk",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#9_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._49-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-10,,,,,"Novgorod Province, РСФСР",,Войска группы армий «Север» перешли в наступление в направлении на Новгород и Лугу.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#10_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._50-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-10,,ukraine,kiev,,,,"6-я немецкая армия прекратила наступление на Киев и перешла к обороне на рубеже Триполье, Киев, Коростень.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#10_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._50-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-10,,russia,moscow,moscow,,Совинформбюро,"В течение 10 августа наши войска продолжали вести с противником упорные бои на СОЛЬЦСКОМ, ХОЛМСКОМ, СМОЛЕНСКОМ, БЕЛОЦЕРКОВСКОМ и УМАНСКОМ направлениях.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#10_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._50-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-11,,russia,novgorod,,,,Немецкий 1-й армейский корпус занял Шимск,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#11_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._51-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-11,,belarus,smolensk,,,,"Войска Западного фронта, развёрнутые от реки Западная Двина до города Ярцево, вынудили противника перейти к обороне на московском направлении.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#11_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._51-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-11,,germany,,berlin,,Franz Halder,We have underestimated Russia,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#11_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._51-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-11,,russia,moscow,moscow,,Совинформбюро,"В течение 11 августа наши войска продолжали бои с противником на СОЛЬЦСКОМ, СМОЛЕНСКОМ, БЕЛОЦЕРКОВСКОМ и УМАНСКОМ направлениях.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#11_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._51-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-12,1941-08-15,russia,novgorod,v-novgorod,,Counterstrike at Staraya Russa,боевые действия советских войск Северо-Западного фронта против наступающей на Ленинград группировки немецкой группы армий «Север». ,"контрудар завершился неудачей, однако способствовал отвлечению части сил немецкой группы армий «Север» от наступления на ленинградском направлении.",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%82%D1%80%D1%83%D0%B4%D0%B0%D1%80_%D0%BF%D0%BE%D0%B4_%D0%A1%D1%82%D0%B0%D1%80%D0%BE%D0%B9_%D0%A0%D1%83%D1%81%D1%81%D0%BE%D0%B9
1941-08-12,1941-09-29,ukraine,dnepropetrovsk,dnepropetrovsk,,Dnepropetrovsk defensive,,the city is taken,https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%BE%D1%80%D0%BE%D0%BD%D0%B0_%D0%94%D0%BD%D0%B5%D0%BF%D1%80%D0%BE%D0%BF%D0%B5%D1%82%D1%80%D0%BE%D0%B2%D1%81%D0%BA%D0%B0
1941-08-12,,russia,leningrad,,,,"Выйдя на линию железной дороги Нарва — Пушкин, противник повернул 12 августа часть своих сил на Кингисепп, рассчитывая отрезать наши войска, которые с тяжёлыми оборонительными боями отступали из Эстонии за реку Нарву.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#12_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._52-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-12,,,,,,,34-я армия К. М. Качанова Северо-Западного фронта перешла в наступление во фланг наступающей на Ленинград группе армий «Север».,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#12_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._52-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-12,,russia,nikolayev,nikolayev,,,Передовые отряды 11-й армии Группы армий «Юг» остановились перед Николаевом.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#12_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._52-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-12,,russia,moscow,moscow,,Совинформбюро,"В течение ночи на 12 августа наши войска продолжали вести бои с противником на КЕКСГОЛЬМСКОМ, СОЛЬЦСКОМ, СМОЛЕНСКОМ, КОРОСТЕНСКОМ и УМАНСКОМ направлениях.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#12_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._52-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-13,,russia,leningrad,,,,8-я армия под прикрытием кораблей Чудской военной флотилии под командованием капитана 1 ранга Н. Ю. Авраамова отошла на Копорское плато. Сегодня противник занял оба берега Нарвы и корабли Чудской военной флотилии были затоплены у истока реки. Противник завершил прорыв обороны 48-й армии на новгородском направлении.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#13_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._53-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-13,,belarus,gomel,,,,"немецкие войска форсировали Днепр на рогачевском направлении и обошли 61-й стрелковый корпус Петровского, оставшийся на рубеже под Рогачевым и Жлобином.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#13_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._53-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-13,,ukraine,nikolayev,,,,"Немецкая 11-я армия, 48-й моторизованный и венгерский корпуса окружили 9-ю армию Южного фронта в районе Николаева.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#13_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._53-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-13,,ukraine,odessa,,,,Войска противника блокировали Одессу с суши.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#13_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._53-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-13,,germany,,berlin,,Franz Halder,Потери немецкой армии с 22 июня по 13 августа 1941 года составили 389924 человека.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#13_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._53-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-13,,russia,moscow,moscow,,Совинформбюро,"В течение 13 августа наши войска вели бои с противником на КЕКСГОЛЬМСКОМ, СТАРОРУССКОМ, СМОЛЕНСКОМ, БЕЛОЦЕРКОВСКОМ направлениях. Несколько дней назад наши войска оставили гор. Смоленск.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#13_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._53-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-14,,canada,nl,,,Atlantic Charter,"Подписана англо-американская декларация о целях войны, получившая наименование «Атлантической хартии».",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#14_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._54-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-14,,russia,leningrad,,,,Немецкий 41-й мотокорпус вышел к дороге Красногвардейск—Кингисепп.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#14_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._54-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-14,,russia,novgorod,v-novgorod,,,"34-я армия и часть сил 11-й армии Северо-Западного фронта нанесли контрудар из района юго-восточнее Старой Руссы в северо-западном направлении. К вечеру 14 августа советские войска продвинулись на этом участке почти на 60 километров, глубоко охватили правый фланг старорусской группировки противника и создали угрозу удара в тыл группировке, вышедшей в район Новгорода.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#14_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._54-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-14,,russia,smolensk,smolensk,,,Ставка ВГК приняла решение создать Брянский фронт в составе 50-й и 13-й армий. Командующим фронтом был назначен А. И. Ерёменко.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#14_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._54-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-14,,russia,smolensk,yelnya,,,"Советские войска продолжают атаковать 46-й моторизованный корпус Фиттингофа, занимающий ельнинский выступ.",,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#14_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._54-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-14,,ukraine,dnepropetrovsk,krivoy-rog,,,14-й моторизованный корпус 1-й танковой группы занял Кривой Рог.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#14_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._54-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-14,,russia,moscow,moscow,,,В течение 14 августа наши войска вели ожесточённые бои с противником на всём фронте от Ледовитого океана до Чёрного моря. На южном направлении наши войска оставили гг. Кировоград и Первомайск.,,https://ru.wikipedia.org/wiki/%D0%A5%D1%80%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0_%D0%92%D0%B5%D0%BB%D0%B8%D0%BA%D0%BE%D0%B9_%D0%9E%D1%82%D0%B5%D1%87%D0%B5%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D0%BE%D0%B9_%D0%B2%D0%BE%D0%B9%D0%BD%D1%8B_(%D0%B0%D0%B2%D0%B3%D1%83%D1%81%D1%82_1941_%D0%B3%D0%BE%D0%B4%D0%B0)#14_.D0.B0.D0.B2.D0.B3.D1.83.D1.81.D1.82.D0.B0_1941_.D0.B3.D0.BE.D0.B4.D0.B0._54-.D0.B9_.D0.B4.D0.B5.D0.BD.D1.8C_.D0.B2.D0.BE.D0.B9.D0.BD.D1.8B
1941-08-15,1944-01-20,russia,novgorod,v-novgorod,,Occupation of Novgorod,Germans are raising the city to the ground,,http://expo.novarchiv.org/v-plameni-vojny/72-1-1-okkupacia
1941-08-15,1944-02-22,ukraine,dnepropetrovsk,krivoy-rog,,Occupation of Krivoy Rog,,,https://ru.wikipedia.org/wiki/%D0%9A%D1%80%D0%B8%D0%B2%D0%BE%D0%B9_%D0%A0%D0%BE%D0%B3#.D0.92.D0.B5.D0.BB.D0.B8.D0.BA.D0.B0.D1.8F_.D0.9E.D1.82.D0.B5.D1.87.D0.B5.D1.81.D1.82.D0.B2.D0.B5.D0.BD.D0.BD.D0.B0.D1.8F_.D0.B2.D0.BE.D0.B9.D0.BD.D0.B0
1941-08-15,1944-02-29,ukraine,dnepropetrovsk,krivoy-rog,,Stalag 338,"Региональный (Кривой Рог, УССР) административный, транзитный (пересыльный) и распределительное место и организация для учёта и использования дармовой рабочей силы, выявления противников германской оккупационной власти и геноцида советского народа.",,https://ru.wikipedia.org/wiki/%D0%A8%D1%82%D0%B0%D0%BB%D0%B0%D0%B3_338
